oid,x,y,d,theta,phi,true_d,,,,
0,4551.7,-9517.2,0.015495,0.54105,-0.19199,0.0051324,,,,
0,4551.7,-8689.7,0.010143,0.54105,-0.19199,0.006048,,,,
0,4551.7,-7862.1,0.012433,0.54105,-0.19199,0.0071272,,,,
0,4551.7,-7034.5,0.013968,0.54105,-0.19199,0.0083698,,,,
0,4551.7,-6206.9,0.015732,0.54105,-0.19199,0.0097465,,,,
0,4551.7,-5379.3,0.011077,0.54105,-0.19199,0.01118,,,,
0,4551.7,-4551.7,0.0089177,0.54105,-0.19199,0.012532,,,,
0,4551.7,-3724.1,0.023247,0.54105,-0.19199,0.0136,,,,
0,4551.7,-2896.6,0.017931,0.54105,-0.19199,0.014166,,,,
0,4551.7,-2069,0.018348,0.54105,-0.19199,0.014068,,,,
0,4551.7,-1241.4,0.012701,0.54105,-0.19199,0.013283,,,,
0,4551.7,-413.79,0.0068918,0.54105,-0.19199,0.011946,,,,
0,4551.7,413.79,0.00032384,0.54105,-0.19199,0.010294,,,,
0,4551.7,1241.4,0.010367,0.54105,-0.19199,0.0085706,,,,
0,4551.7,2069,0.0049785,0.54105,-0.19199,0.0069567,,,,
0,4551.7,2896.6,-0.0064189,0.54105,-0.19199,0.0055499,,,,
0,4551.7,3724.1,-0.0053475,0.54105,-0.19199,0.0043806,,,,
0,4551.7,4551.7,-0.0049264,0.54105,-0.19199,0.003438,,,,
0,4551.7,5379.3,-0.0065983,0.54105,-0.19199,0.0026921,,,,
0,4551.7,6206.9,-0.0081462,0.54105,-0.19199,0.0021079,,,,
0,4551.7,7034.5,0.0010541,0.54105,-0.19199,0.0016525,,,,
0,4551.7,7862.1,-0.005832,0.54105,-0.19199,0.0012978,,,,
0,4551.7,8689.7,0.0036495,0.54105,-0.19199,0.001021,,,,
0,4551.7,9517.2,-0.0010877,0.54105,-0.19199,0.00080449,,,,
0,4551.7,10345,-0.0075168,0.54105,-0.19199,0.00063435,,,,
0,4551.7,11172,-0.004718,0.54105,-0.19199,0.00050006,,,,
0,4551.7,12000,0.0022239,0.54105,-0.19199,0.00039357,,,,
0,5379.3,-12000,0.0082226,0.54105,-0.19199,0.0025793,,,,
0,5379.3,-11172,0.013072,0.54105,-0.19199,0.0029659,,,,
0,5379.3,-10345,0.018626,0.54105,-0.19199,0.0034213,,,,
0,5379.3,-9517.2,0.012654,0.54105,-0.19199,0.0039547,,,,
0,5379.3,-8689.7,0.0085102,0.54105,-0.19199,0.004573,,,,
0,5379.3,-7862.1,0.017012,0.54105,-0.19199,0.0052767,,,,
0,5379.3,-7034.5,0.014078,0.54105,-0.19199,0.0060551,,,,
0,5379.3,-6206.9,0.012668,0.54105,-0.19199,0.0068785,,,,
0,5379.3,-5379.3,0.0099212,0.54105,-0.19199,0.0076908,,,,
0,5379.3,-4551.7,0.0074593,0.54105,-0.19199,0.0084065,,,,
0,5379.3,-3724.1,0.009993,0.54105,-0.19199,0.008918,,,,
0,5379.3,-2896.6,0.012962,0.54105,-0.19199,0.0091202,,,,
0,5379.3,-2069,0.01242,0.54105,-0.19199,0.0089466,,,,
0,5379.3,-1241.4,0.0068615,0.54105,-0.19199,0.0084003,,,,
0,5379.3,-413.79,0.0073084,0.54105,-0.19199,0.0075587,,,,
0,5379.3,413.79,0.0020279,0.54105,-0.19199,0.0065457,,,,
0,5379.3,1241.4,-0.007097,0.54105,-0.19199,0.0054889,,,,
0,5379.3,2069,-0.0042335,0.54105,-0.19199,0.0044876,,,,
0,5379.3,2896.6,-0.0092791,0.54105,-0.19199,0.0036003,,,,
0,5379.3,3724.1,-0.0018278,0.54105,-0.19199,0.0028499,,,,
0,5379.3,4551.7,0.002127,0.54105,-0.19199,0.0022351,,,,
0,5379.3,5379.3,-0.004667,0.54105,-0.19199,0.0017419,,,,
0,5379.3,6206.9,-0.00076485,0.54105,-0.19199,0.0013514,,,,
0,5379.3,7034.5,-0.0082827,0.54105,-0.19199,0.0010446,,,,
0,5379.3,7862.1,-0.0037975,0.54105,-0.19199,0.00080443,,,,
0,5379.3,8689.7,-0.0014833,0.54105,-0.19199,0.00061666,,,,
0,5379.3,9517.2,-0.00018953,0.54105,-0.19199,0.00046978,,,,
0,5379.3,10345,0.0023676,0.54105,-0.19199,0.00035472,,,,
0,5379.3,11172,0.0021511,0.54105,-0.19199,0.0002644,,,,
0,5379.3,12000,0.0064217,0.54105,-0.19199,0.00019334,,,,
0,6206.9,-12000,0.007224,0.54105,-0.19199,0.0020137,,,,
0,6206.9,-11172,0.010549,0.54105,-0.19199,0.0022806,,,,
0,6206.9,-10345,0.011963,0.54105,-0.19199,0.0025866,,,,
0,6206.9,-9517.2,0.01137,0.54105,-0.19199,0.0029342,,,,
0,6206.9,-8689.7,0.0055877,0.54105,-0.19199,0.0033228,,,,
0,6206.9,-7862.1,0.0075449,0.54105,-0.19199,0.0037475,,,,
0,6206.9,-7034.5,0.011848,0.54105,-0.19199,0.0041951,,,,
0,6206.9,-6206.9,0.0035258,0.54105,-0.19199,0.0046424,,,,
0,6206.9,-5379.3,0.009166,0.54105,-0.19199,0.0050531,,,,
0,6206.9,-4551.7,0.007391,0.54105,-0.19199,0.0053797,,,,
0,6206.9,-3724.1,0.0035826,0.54105,-0.19199,0.0055697,,,,
0,6206.9,-2896.6,0.0093523,0.54105,-0.19199,0.0055783,,,,
0,6206.9,-2069,0.0072742,0.54105,-0.19199,0.0053837,,,,
0,6206.9,-1241.4,-0.00068296,0.54105,-0.19199,0.004998,,,,
0,6206.9,-413.79,0.0051719,0.54105,-0.19199,0.0044661,,,,
0,6206.9,413.79,8.34E-05,0.54105,-0.19199,0.0038516,,,,
0,6206.9,1241.4,-0.0053733,0.54105,-0.19199,0.0032193,,,,
0,6206.9,2069,-0.0027475,0.54105,-0.19199,0.0026204,,,,
0,6206.9,2896.6,-0.0058919,0.54105,-0.19199,0.0020864,,,,
0,6206.9,3724.1,-0.0078581,0.54105,-0.19199,0.0016311,,,,
0,6206.9,4551.7,-0.010171,0.54105,-0.19199,0.0012552,,,,
0,6206.9,5379.3,-0.0039206,0.54105,-0.19199,0.00095191,,,,
0,6206.9,6206.9,-0.0014057,0.54105,-0.19199,0.000711,,,,
0,6206.9,7034.5,0.0025962,0.54105,-0.19199,0.00052176,,,,
0,6206.9,7862.1,-8.71E-05,0.54105,-0.19199,0.00037419,,,,
0,6206.9,8689.7,-0.0017695,0.54105,-0.19199,0.0002597,,,,
0,6206.9,9517.2,0.002375,0.54105,-0.19199,0.00017118,,,,
0,6206.9,10345,0.0076472,0.54105,-0.19199,0.00010293,,,,
0,6206.9,11172,0.0069827,0.54105,-0.19199,5.05E-05,,,,
0,6206.9,12000,0.00015817,0.54105,-0.19199,1.02E-05,,,,
0,7034.5,-12000,0.0076371,0.54105,-0.19199,0.001512,,,,
0,7034.5,-11172,0.01172,0.54105,-0.19199,0.0016825,,,,
0,7034.5,-10345,0.0098921,0.54105,-0.19199,0.0018713,,,,
0,7034.5,-9517.2,0.015266,0.54105,-0.19199,0.0020775,,,,
0,7034.5,-8689.7,0.0015393,0.54105,-0.19199,0.0022977,,,,
0,7034.5,-7862.1,0.0076555,0.54105,-0.19199,0.0025255,,,,
0,7034.5,-7034.5,0.0098998,0.54105,-0.19199,0.0027499,,,,
0,7034.5,-6206.9,0.0083447,0.54105,-0.19199,0.0029553,,,,
0,7034.5,-5379.3,0.0052967,0.54105,-0.19199,0.0031208,,,,
0,7034.5,-4551.7,0.0058317,0.54105,-0.19199,0.0032229,,,,
0,7034.5,-3724.1,0.0041554,0.54105,-0.19199,0.0032392,,,,
0,7034.5,-2896.6,0.0048883,0.54105,-0.19199,0.0031545,,,,
0,7034.5,-2069,0.0018,0.54105,-0.19199,0.0029666,,,,
0,7034.5,-1241.4,-0.0054707,0.54105,-0.19199,0.0026885,,,,
0,7034.5,-413.79,-0.0022534,0.54105,-0.19199,0.0023469,,,,
0,7034.5,413.79,-0.00044286,0.54105,-0.19199,0.0019746,,,,
0,7034.5,1241.4,-0.0028156,0.54105,-0.19199,0.0016035,,,,
0,7034.5,2069,-0.0083957,0.54105,-0.19199,0.0012582,,,,
0,7034.5,2896.6,-0.010581,0.54105,-0.19199,0.00095374,,,,
0,7034.5,3724.1,-0.00010312,0.54105,-0.19199,0.00069639,,,,
0,7034.5,4551.7,-0.002539,0.54105,-0.19199,0.00048588,,,,
0,7034.5,5379.3,0.0015678,0.54105,-0.19199,0.00031808,,,,
0,7034.5,6206.9,-0.00018021,0.54105,-0.19199,0.00018701,,,,
0,7034.5,7034.5,0.0020483,0.54105,-0.19199,8.64E-05,,,,
0,7034.5,7862.1,0.0023791,0.54105,-0.19199,1.02E-05,,,,
0,7034.5,8689.7,-0.0016863,0.54105,-0.19199,-4.65E-05,,,,
0,7034.5,9517.2,0.0045115,0.54105,-0.19199,-8.82E-05,,,,
0,7034.5,10345,-0.00060872,0.54105,-0.19199,-0.00011823,,,,
0,7034.5,11172,0.0016781,0.54105,-0.19199,-0.00013933,,,,
0,7034.5,12000,0.0024464,0.54105,-0.19199,-0.00015363,,,,
0,7862.1,-12000,0.0036447,0.54105,-0.19199,0.0010773,,,,
0,7862.1,-11172,0.0074791,0.54105,-0.19199,0.001173,,,,
0,7862.1,-10345,0.0029768,0.54105,-0.19199,0.0012736,,,,
0,7862.1,-9517.2,0.010215,0.54105,-0.19199,0.0013768,,,,
0,7862.1,-8689.7,0.012707,0.54105,-0.19199,0.0014788,,,,
0,7862.1,-7862.1,0.0044245,0.54105,-0.19199,0.001574,,,,
0,7862.1,-7034.5,0.0098326,0.54105,-0.19199,0.0016548,,,,
0,7862.1,-6206.9,0.010041,0.54105,-0.19199,0.001712,,,,
0,7862.1,-5379.3,0.011351,0.54105,-0.19199,0.0017354,,,,
0,7862.1,-4551.7,0.0036569,0.54105,-0.19199,0.0017154,,,,
0,7862.1,-3724.1,0.013317,0.54105,-0.19199,0.0016449,,,,
0,7862.1,-2896.6,0.009993,0.54105,-0.19199,0.0015223,,,,
0,7862.1,-2069,0.0062886,0.54105,-0.19199,0.0013526,,,,
0,7862.1,-1241.4,0.010642,0.54105,-0.19199,0.0011473,,,,
0,7862.1,-413.79,0.0076404,0.54105,-0.19199,0.00092273,,,,
0,7862.1,413.79,-0.0013994,0.54105,-0.19199,0.00069601,,,,
0,7862.1,1241.4,-0.0028349,0.54105,-0.19199,0.0004823,,,,
0,7862.1,2069,-0.00038053,0.54105,-0.19199,0.00029227,,,,
0,7862.1,2896.6,-0.0052122,0.54105,-0.19199,0.00013163,,,,
0,7862.1,3724.1,-0.0033629,0.54105,-0.19199,1.72E-06,,,,
0,7862.1,4551.7,5.61E-05,0.54105,-0.19199,-9.92E-05,,,,
0,7862.1,5379.3,-0.0011896,0.54105,-0.19199,-0.0001746,,,,
0,7862.1,6206.9,-0.0012209,0.54105,-0.19199,-0.00022867,,,,
0,7862.1,7034.5,0.0022094,0.54105,-0.19199,-0.00026556,,,,
0,7862.1,7862.1,-0.0042529,0.54105,-0.19199,-0.00028904,,,,
0,7862.1,8689.7,-0.0013911,0.54105,-0.19199,-0.00030228,,,,
0,7862.1,9517.2,0.0039489,0.54105,-0.19199,-0.00030789,,,,
0,7862.1,10345,-0.004053,0.54105,-0.19199,-0.00030792,,,,
0,7862.1,11172,-0.0024951,0.54105,-0.19199,-0.00030397,,,,
0,7862.1,12000,-0.0025578,0.54105,-0.19199,-0.00029726,,,,
0,8689.7,-12000,0.00013346,0.54105,-0.19199,0.00070821,,,,
0,8689.7,-11172,0.0092385,0.54105,-0.19199,0.00074788,,,,
0,8689.7,-10345,0.0032579,0.54105,-0.19199,0.00078458,,,,
0,8689.7,-9517.2,0.0034027,0.54105,-0.19199,0.00081578,,,,
0,8689.7,-8689.7,0.005789,0.54105,-0.19199,0.00083823,,,,
0,8689.7,-7862.1,0.010493,0.54105,-0.19199,0.00084803,,,,
0,8689.7,-7034.5,0.0033184,0.54105,-0.19199,0.00084075,,,,
0,8689.7,-6206.9,-0.0013809,0.54105,-0.19199,0.00081195,,,,
0,8689.7,-5379.3,0.011843,0.54105,-0.19199,0.00075785,,,,
0,8689.7,-4551.7,0.012368,0.54105,-0.19199,0.0006763,,,,
0,8689.7,-3724.1,0.0066911,0.54105,-0.19199,0.00056773,,,,
0,8689.7,-2896.6,0.014224,0.54105,-0.19199,0.00043588,,,,
0,8689.7,-2069,0.014421,0.54105,-0.19199,0.00028774,,,,
0,8689.7,-1241.4,0.014222,0.54105,-0.19199,0.00013267,,,,
0,8689.7,-413.79,0.0098729,0.54105,-0.19199,-1.91E-05,,,,
0,8689.7,413.79,-0.0039053,0.54105,-0.19199,-0.00015849,,,,
0,8689.7,1241.4,-0.00035469,0.54105,-0.19199,-0.00027859,,,,
0,8689.7,2069,0.0035235,0.54105,-0.19199,-0.00037569,,,,
0,8689.7,2896.6,0.0021869,0.54105,-0.19199,-0.00044896,,,,
0,8689.7,3724.1,0.0058336,0.54105,-0.19199,-0.00049984,,,,
0,8689.7,4551.7,0.006262,0.54105,-0.19199,-0.00053114,,,,
0,8689.7,5379.3,2.76E-05,0.54105,-0.19199,-0.00054633,,,,
0,8689.7,6206.9,-0.00034018,0.54105,-0.19199,-0.0005489,,,,
0,8689.7,7034.5,-0.003609,0.54105,-0.19199,-0.00054205,,,,
0,8689.7,7862.1,-0.007057,0.54105,-0.19199,-0.00052847,,,,
0,8689.7,8689.7,-0.0034834,0.54105,-0.19199,-0.00051035,,,,
0,8689.7,9517.2,0.00043564,0.54105,-0.19199,-0.00048938,,,,
0,8689.7,10345,0.0040459,0.54105,-0.19199,-0.00046686,,,,
0,8689.7,11172,-0.00079825,0.54105,-0.19199,-0.0004437,,,,
0,8689.7,12000,0.0050969,0.54105,-0.19199,-0.00042057,,,,
0,9517.2,-12000,-0.00063892,0.54105,-0.19199,0.00040021,,,,
0,9517.2,-11172,0.0065114,0.54105,-0.19199,0.00039954,,,,
0,9517.2,-10345,0.0084027,0.54105,-0.19199,0.00039169,,,,
0,9517.2,-9517.2,0.0055268,0.54105,-0.19199,0.00037458,,,,
0,9517.2,-8689.7,0.0035827,0.54105,-0.19199,0.00034595,,,,
0,9517.2,-7862.1,0.0083076,0.54105,-0.19199,0.00030351,,,,
0,9517.2,-7034.5,0.00034497,0.54105,-0.19199,0.00024525,,,,
0,9517.2,-6206.9,-0.0042792,0.54105,-0.19199,0.00016987,,,,
0,9517.2,-5379.3,0.005943,0.54105,-0.19199,7.72E-05,,,,
0,9517.2,-4551.7,-0.0020455,0.54105,-0.19199,-3.11E-05,,,,
0,9517.2,-3724.1,0.011392,0.54105,-0.19199,-0.00015157,,,,
0,9517.2,-2896.6,0.012477,0.54105,-0.19199,-0.0002788,,,,
0,9517.2,-2069,0.0095875,0.54105,-0.19199,-0.00040593,,,,
0,9517.2,-1241.4,0.0091777,0.54105,-0.19199,-0.00052568,,,,
0,9517.2,-413.79,0.00703,0.54105,-0.19199,-0.0006314,,,,
0,9517.2,413.79,0.0040928,0.54105,-0.19199,-0.0007181,,,,
0,9517.2,1241.4,0.0038615,0.54105,-0.19199,-0.00078303,,,,
0,9517.2,2069,0.002072,0.54105,-0.19199,-0.00082571,,,,
0,9517.2,2896.6,-0.0013821,0.54105,-0.19199,-0.00084758,,,,
0,9517.2,3724.1,0.0034239,0.54105,-0.19199,-0.00085138,,,,
0,9517.2,4551.7,-0.0021454,0.54105,-0.19199,-0.00084049,,,,
0,9517.2,5379.3,-0.003863,0.54105,-0.19199,-0.0008184,,,,
0,9517.2,6206.9,-0.006515,0.54105,-0.19199,-0.00078832,,,,
0,9517.2,7034.5,-0.0030242,0.54105,-0.19199,-0.00075302,,,,
0,9517.2,7862.1,-0.0082325,0.54105,-0.19199,-0.00071473,,,,
0,9517.2,8689.7,-0.0079899,0.54105,-0.19199,-0.00067516,,,,
0,9517.2,9517.2,-0.0034721,0.54105,-0.19199,-0.00063559,,,,
0,9517.2,10345,0.0044594,0.54105,-0.19199,-0.00059688,,,,
0,9517.2,11172,-0.0011059,0.54105,-0.19199,-0.00055964,,,,
0,9517.2,12000,0.0044148,0.54105,-0.19199,-0.00052423,,,,
0,10345,-12000,0.0090272,0.54105,-0.19199,0.00014724,,,,
0,10345,-11172,0.0058697,0.54105,-0.19199,0.00011862,,,,
0,10345,-10345,0.0075446,0.54105,-0.19199,8.11E-05,,,,
0,10345,-9517.2,0.0049032,0.54105,-0.19199,3.32E-05,,,,
0,10345,-8689.7,-0.0022182,0.54105,-0.19199,-2.64E-05,,,,
0,10345,-7862.1,-0.00019353,0.54105,-0.19199,-9.87E-05,,,,
0,10345,-7034.5,-0.0026134,0.54105,-0.19199,-0.00018394,,,,
0,10345,-6206.9,0.00028445,0.54105,-0.19199,-0.00028164,,,,
0,10345,-5379.3,0.0013459,0.54105,-0.19199,-0.00039004,,,,
0,10345,-4551.7,0.00062797,0.54105,-0.19199,-0.00050599,,,,
0,10345,-3724.1,0.0027086,0.54105,-0.19199,-0.00062502,,,,
0,10345,-2896.6,0.0091791,0.54105,-0.19199,-0.00074163,,,,
0,10345,-2069,0.015175,0.54105,-0.19199,-0.00084989,,,,
0,10345,-1241.4,0.0052682,0.54105,-0.19199,-0.0009442,,,,
0,10345,-413.79,0.0093843,0.54105,-0.19199,-0.0010201,,,,
0,10345,413.79,0.0036814,0.54105,-0.19199,-0.0010749,,,,
0,10345,1241.4,-0.0032432,0.54105,-0.19199,-0.0011076,,,,
0,10345,2069,-0.0010579,0.54105,-0.19199,-0.0011192,,,,
0,10345,2896.6,-0.012639,0.54105,-0.19199,-0.001112,,,,
0,10345,3724.1,-0.013886,0.54105,-0.19199,-0.0010893,,,,
0,10345,4551.7,-0.0029237,0.54105,-0.19199,-0.0010543,,,,
0,10345,5379.3,-0.0047366,0.54105,-0.19199,-0.0010107,,,,
0,10345,6206.9,-0.0015704,0.54105,-0.19199,-0.00096135,,,,
0,10345,7034.5,-0.0096081,0.54105,-0.19199,-0.00090886,,,,
0,10345,7862.1,-0.012132,0.54105,-0.19199,-0.00085523,,,,
0,10345,8689.7,-0.0058684,0.54105,-0.19199,-0.00080198,,,,
0,10345,9517.2,-0.0068327,0.54105,-0.19199,-0.00075018,,,,
0,10345,10345,-0.0026726,0.54105,-0.19199,-0.00070056,,,,
0,10345,11172,0.0027329,0.54105,-0.19199,-0.00065357,,,,
0,10345,12000,-0.0019239,0.54105,-0.19199,-0.00060945,,,,
0,11172,-12000,0.0043775,0.54105,-0.19199,-5.75E-05,,,,
0,11172,-11172,0.0085558,0.54105,-0.19199,-0.00010459,,,,
0,11172,-10345,0.007071,0.54105,-0.19199,-0.00016081,,,,
0,11172,-9517.2,0.0063916,0.54105,-0.19199,-0.00022704,,,,
0,11172,-8689.7,0.0019323,0.54105,-0.19199,-0.0003038,,,,
0,11172,-7862.1,0.0064358,0.54105,-0.19199,-0.00039112,,,,
0,11172,-7034.5,0.0045806,0.54105,-0.19199,-0.00048834,,,,
0,11172,-6206.9,-0.00069756,0.54105,-0.19199,-0.0005939,,,,
0,11172,-5379.3,-0.0015941,0.54105,-0.19199,-0.00070524,,,,
0,11172,-4551.7,-0.00069988,0.54105,-0.19199,-0.00081876,,,,
0,11172,-3724.1,0.0065891,0.54105,-0.19199,-0.00093001,,,,
0,11172,-2896.6,0.0094189,0.54105,-0.19199,-0.0010341,,,,
0,11172,-2069,0.0051355,0.54105,-0.19199,-0.001126,,,,
0,11172,-1241.4,0.0013577,0.54105,-0.19199,-0.0012016,,,,
0,11172,-413.79,0.0092168,0.54105,-0.19199,-0.0012578,,,,
0,11172,413.79,0.011821,0.54105,-0.19199,-0.0012929,,,,
0,11172,1241.4,0.0059529,0.54105,-0.19199,-0.0013071,,,,
0,11172,2069,-0.0032031,0.54105,-0.19199,-0.0013017,,,,
0,11172,2896.6,-0.0054224,0.54105,-0.19199,-0.0012791,,,,
0,11172,3724.1,-0.0083923,0.54105,-0.19199,-0.0012426,,,,
0,11172,4551.7,-0.0029118,0.54105,-0.19199,-0.0011953,,,,
0,11172,5379.3,-0.0047447,0.54105,-0.19199,-0.0011406,,,,
0,11172,6206.9,-0.0011982,0.54105,-0.19199,-0.0010812,,,,
0,11172,7034.5,-0.00027983,0.54105,-0.19199,-0.0010195,,,,
0,11172,7862.1,-0.0044988,0.54105,-0.19199,-0.00095734,,,,
0,11172,8689.7,-0.014509,0.54105,-0.19199,-0.00089624,,,,
0,11172,9517.2,-0.0072448,0.54105,-0.19199,-0.00083719,,,,
0,11172,10345,-0.0086912,0.54105,-0.19199,-0.00078085,,,,
0,11172,11172,-0.0046205,0.54105,-0.19199,-0.00072764,,,,
0,11172,12000,-0.0036264,0.54105,-0.19199,-0.00067778,,,,
0,12000,-12000,0.0027085,0.54105,-0.19199,-0.00022096,,,,
0,12000,-11172,0.0066035,0.54105,-0.19199,-0.00027934,,,,
0,12000,-10345,0.0083332,0.54105,-0.19199,-0.0003463,,,,
0,12000,-9517.2,0.0090613,0.54105,-0.19199,-0.00042218,,,,
0,12000,-8689.7,0.0074961,0.54105,-0.19199,-0.00050691,,,,
0,12000,-7862.1,0.0069778,0.54105,-0.19199,-0.00059992,,,,
0,12000,-7034.5,0.0011152,0.54105,-0.19199,-0.00069999,,,,
0,12000,-6206.9,0.0055669,0.54105,-0.19199,-0.00080513,,,,
0,12000,-5379.3,0.013117,0.54105,-0.19199,-0.00091254,,,,
0,12000,-4551.7,0.0086944,0.54105,-0.19199,-0.0010187,,,,
0,12000,-3724.1,0.0052501,0.54105,-0.19199,-0.0011197,,,,
0,12000,-2896.6,0.0056067,0.54105,-0.19199,-0.0012112,,,,
0,12000,-2069,0.0048757,0.54105,-0.19199,-0.0012894,,,,
0,12000,-1241.4,0.0057402,0.54105,-0.19199,-0.0013509,,,,
0,12000,-413.79,0.0031433,0.54105,-0.19199,-0.0013937,,,,
0,12000,413.79,0.001149,0.54105,-0.19199,-0.0014167,,,,
0,12000,1241.4,-0.0059237,0.54105,-0.19199,-0.0014204,,,,
0,12000,2069,-0.0076886,0.54105,-0.19199,-0.0014062,,,,
0,12000,2896.6,-0.0098972,0.54105,-0.19199,-0.0013765,,,,
0,12000,3724.1,-0.0015935,0.54105,-0.19199,-0.001334,,,,
0,12000,4551.7,-0.0012717,0.54105,-0.19199,-0.0012817,,,,
0,12000,5379.3,-0.0066021,0.54105,-0.19199,-0.0012226,,,,
0,12000,6206.9,-0.00011604,0.54105,-0.19199,-0.0011591,,,,
0,12000,7034.5,-0.0029034,0.54105,-0.19199,-0.0010937,,,,
0,12000,7862.1,-0.0064678,0.54105,-0.19199,-0.0010279,,,,
0,12000,8689.7,-0.0091625,0.54105,-0.19199,-0.00096322,,,,
0,12000,9517.2,-0.0099136,0.54105,-0.19199,-0.00090063,,,,
0,12000,10345,-0.0059589,0.54105,-0.19199,-0.0008408,,,,
0,12000,11172,-0.0014196,0.54105,-0.19199,-0.00078417,,,,
0,12000,12000,0.0047851,0.54105,-0.19199,-0.00073097,,,,